state,date,Population,deaths,confirmed
VT,03/15/20,623989,0,5
VT,03/16/20,623989,0,12
VT,03/17/20,623989,0,12
VT,03/18/20,623989,0,13
VT,03/19/20,623989,2,22
VT,03/02/20,623989,0,0
VT,03/20/20,623989,2,29
VT,03/21/20,623989,2,49
VT,03/22/20,623989,2,52
VT,03/23/20,623989,5,75
VT,03/24/20,623989,7,95
VT,03/25/20,623989,8,125
VT,03/26/20,623989,9,158
VT,03/27/20,623989,10,184
VT,03/28/20,623989,12,211
VT,03/29/20,623989,12,235
VT,03/03/20,623989,0,0
VT,03/30/20,623989,12,256
VT,03/31/20,623989,13,293
VT,03/04/20,623989,0,0
VT,03/05/20,623989,0,0
VT,03/06/20,623989,0,0
VT,03/07/20,623989,0,0
VT,03/08/20,623989,0,1
VT,03/09/20,623989,0,1
VT,04/01/20,623989,16,321
VT,04/10/20,623989,24,679
VT,04/11/20,623989,25,711
VT,04/02/20,623989,17,338
VT,04/03/20,623989,17,389
VT,04/04/20,623989,20,461
VT,04/05/20,623989,22,512
VT,04/06/20,623989,23,543
VT,04/07/20,623989,23,575
VT,04/08/20,623989,23,605
VT,04/09/20,623989,23,628
WA,01/22/20,7614893,0,1
WA,01/23/20,7614893,0,1
WA,01/24/20,7614893,0,1
WA,01/25/20,7614893,0,1
WA,01/26/20,7614893,0,1
WA,01/27/20,7614893,0,1
WA,01/28/20,7614893,0,1
WA,01/29/20,7614893,0,1
WA,01/30/20,7614893,0,1
WA,01/31/20,7614893,0,1
WA,02/01/20,7614893,0,1
WA,02/10/20,7614893,0,1
WA,02/11/20,7614893,0,1
WA,02/12/20,7614893,0,1
WA,02/13/20,7614893,0,1
WA,02/14/20,7614893,0,1
WA,02/15/20,7614893,0,1
WA,02/16/20,7614893,0,1
WA,02/17/20,7614893,0,1
WA,02/18/20,7614893,0,1
WA,02/19/20,7614893,0,1
WA,02/02/20,7614893,0,1
WA,02/20/20,7614893,0,1
WA,02/21/20,7614893,0,1
WA,02/22/20,7614893,0,1
WA,02/23/20,7614893,0,1
WA,02/24/20,7614893,0,1
WA,02/25/20,7614893,0,1
WA,02/26/20,7614893,0,1
WA,02/27/20,7614893,0,1
WA,02/28/20,7614893,0,1
WA,02/29/20,7614893,1,7
WA,02/03/20,7614893,0,1
WA,02/04/20,7614893,0,1
WA,02/05/20,7614893,0,1
WA,02/06/20,7614893,0,1
WA,02/07/20,7614893,0,1
WA,02/08/20,7614893,0,1
WA,02/09/20,7614893,0,1
WA,03/01/20,7614893,1,11
WA,03/10/20,7614893,23,167
WA,03/11/20,7614893,24,282
WA,03/12/20,7614893,31,442
WA,03/13/20,7614893,37,568
WA,03/14/20,7614893,39,642
WA,03/15/20,7614893,40,603
WA,03/16/20,7614893,48,779
WA,03/17/20,7614893,55,955
WA,03/18/20,7614893,67,1022
WA,03/19/20,7614893,73,1374
WA,03/02/20,7614893,6,18
WA,03/20/20,7614893,83,1524
WA,03/21/20,7614893,94,1793
WA,03/22/20,7614893,97,1997
WA,03/23/20,7614893,109,2221
WA,03/24/20,7614893,116,2328
WA,03/25/20,7614893,133,2591
WA,03/26/20,7614893,150,3207
WA,03/27/20,7614893,157,3477
WA,03/28/20,7614893,188,4030
WA,03/29/20,7614893,198,4465
WA,03/03/20,7614893,7,27
WA,03/30/20,7614893,205,4923
WA,03/31/20,7614893,225,5432
WA,03/04/20,7614893,10,39
WA,03/05/20,7614893,11,70
WA,03/06/20,7614893,13,78
WA,03/07/20,7614893,16,102
WA,03/08/20,7614893,18,122
WA,03/09/20,7614893,19,122
WA,04/01/20,7614893,234,5608
WA,04/10/20,7614893,483,10119
WA,04/11/20,7614893,495,10434
WA,04/02/20,7614893,271,6389
WA,04/03/20,7614893,291,6846
WA,04/04/20,7614893,315,7247
WA,04/05/20,7614893,336,7825
WA,04/06/20,7614893,381,8311
WA,04/07/20,7614893,400,8692
WA,04/08/20,7614893,426,9276
WA,04/09/20,7614893,456,9639
WI,01/22/20,5822434,0,0
WI,01/23/20,5822434,0,0
WI,01/24/20,5822434,0,0
WI,01/25/20,5822434,0,0
WI,01/26/20,5822434,0,0
WI,01/27/20,5822434,0,0
WI,01/28/20,5822434,0,0
WI,01/29/20,5822434,0,0
WI,01/30/20,5822434,0,0
WI,01/31/20,5822434,0,0
WI,02/01/20,5822434,0,0
WI,02/10/20,5822434,0,0
WI,02/11/20,5822434,0,0
WI,02/12/20,5822434,0,0
WI,02/13/20,5822434,0,0
WI,02/14/20,5822434,0,0
WI,02/15/20,5822434,0,0
WI,02/16/20,5822434,0,0
WI,02/17/20,5822434,0,0
WI,02/18/20,5822434,0,0
WI,02/19/20,5822434,0,0
WI,02/02/20,5822434,0,0
WI,02/20/20,5822434,0,0
WI,02/21/20,5822434,0,0
WI,02/22/20,5822434,0,0
WI,02/23/20,5822434,0,0
WI,02/24/20,5822434,0,0
WI,02/25/20,5822434,0,0
WI,02/26/20,5822434,0,0
WI,02/27/20,5822434,0,0
WI,02/28/20,5822434,0,0
WI,02/29/20,5822434,0,0
WI,02/03/20,5822434,0,0
WI,02/04/20,5822434,0,0
WI,02/05/20,5822434,0,0
WI,02/06/20,5822434,0,0
WI,02/07/20,5822434,0,0
WI,02/08/20,5822434,0,0
WI,02/09/20,5822434,0,0
WI,03/01/20,5822434,0,0
WI,03/10/20,5822434,0,3
WI,03/11/20,5822434,0,4
WI,03/12/20,5822434,0,8
WI,03/13/20,5822434,0,19
WI,03/14/20,5822434,0,27
WI,03/15/20,5822434,0,28
WI,03/16/20,5822434,0,48
WI,03/17/20,5822434,0,73
WI,03/18/20,5822434,0,111
WI,03/19/20,5822434,4,159
WI,03/02/20,5822434,0,0
WI,03/20/20,5822434,3,219
WI,03/21/20,5822434,4,282
WI,03/22/20,5822434,4,381
WI,03/23/20,5822434,5,425
WI,03/24/20,5822434,5,481
WI,03/25/20,5822434,7,621
WI,03/26/20,5822434,10,728
WI,03/27/20,5822434,14,926
WI,03/28/20,5822434,17,1055
WI,03/29/20,5822434,18,1164
WI,03/03/20,5822434,0,0
WI,03/30/20,5822434,20,1230
WI,03/31/20,5822434,25,1412
WI,03/04/20,5822434,0,0
WI,03/05/20,5822434,0,0
WI,03/06/20,5822434,0,0
WI,03/07/20,5822434,0,0
WI,03/08/20,5822434,0,0
WI,03/09/20,5822434,0,0
WI,04/01/20,5822434,27,1556
WI,04/10/20,5822434,128,3068
WI,04/11/20,5822434,137,3213
WI,04/02/20,5822434,38,1748
WI,04/03/20,5822434,51,2012
WI,04/04/20,5822434,54,2030
WI,04/05/20,5822434,74,2320
WI,04/06/20,5822434,78,2449
WI,04/07/20,5822434,92,2578
WI,04/08/20,5822434,100,2710
WI,04/09/20,5822434,111,2886
WV,01/22/20,1792147,0,0
WV,01/23/20,1792147,0,0
WV,01/24/20,1792147,0,0
WV,01/25/20,1792147,0,0
WV,01/26/20,1792147,0,0
WV,01/27/20,1792147,0,0
WV,01/28/20,1792147,0,0
WV,01/29/20,1792147,0,0
WV,01/30/20,1792147,0,0
WV,01/31/20,1792147,0,0
WV,02/01/20,1792147,0,0
WV,02/10/20,1792147,0,0
WV,02/11/20,1792147,0,0
WV,02/12/20,1792147,0,0
WV,02/13/20,1792147,0,0
WV,02/14/20,1792147,0,0
WV,02/15/20,1792147,0,0
WV,02/16/20,1792147,0,0
WV,02/17/20,1792147,0,0
WV,02/18/20,1792147,0,0
WV,02/19/20,1792147,0,0
WV,02/02/20,1792147,0,0
WV,02/20/20,1792147,0,0
WV,02/21/20,1792147,0,0
WV,02/22/20,1792147,0,0
WV,02/23/20,1792147,0,0
WV,02/24/20,1792147,0,0
WV,02/25/20,1792147,0,0
WV,02/26/20,1792147,0,0
WV,02/27/20,1792147,0,0
WV,02/28/20,1792147,0,0
WV,02/29/20,1792147,0,0
WV,02/03/20,1792147,0,0
WV,02/04/20,1792147,0,0
WV,02/05/20,1792147,0,0
WV,02/06/20,1792147,0,0
WV,02/07/20,1792147,0,0
WV,02/08/20,1792147,0,0
WV,02/09/20,1792147,0,0
WV,03/01/20,1792147,0,0
WV,03/10/20,1792147,0,0
WV,03/11/20,1792147,0,0
WV,03/12/20,1792147,0,0
WV,03/13/20,1792147,0,0
WV,03/14/20,1792147,0,0
WV,03/15/20,1792147,0,0
WV,03/16/20,1792147,0,0
WV,03/17/20,1792147,0,0
WV,03/18/20,1792147,0,1
WV,03/19/20,1792147,0,2
WV,03/02/20,1792147,0,0
WV,03/20/20,1792147,0,8
WV,03/21/20,1792147,0,12
WV,03/22/20,1792147,0,16
WV,03/23/20,1792147,0,16
WV,03/24/20,1792147,0,22
WV,03/25/20,1792147,0,39
WV,03/26/20,1792147,0,52
WV,03/27/20,1792147,0,76
WV,03/28/20,1792147,0,96
WV,03/29/20,1792147,0,113
WV,03/03/20,1792147,0,0
WV,03/30/20,1792147,1,145
WV,03/31/20,1792147,1,162
WV,03/04/20,1792147,0,0
WV,03/05/20,1792147,0,0
WV,03/06/20,1792147,0,0
WV,03/07/20,1792147,0,0
WV,03/08/20,1792147,0,0
WV,03/09/20,1792147,0,0
WV,04/01/20,1792147,1,191
WV,04/10/20,1792147,5,574
WV,04/11/20,1792147,5,577
WV,04/02/20,1792147,2,216
WV,04/03/20,1792147,2,237
WV,04/04/20,1792147,2,282
WV,04/05/20,1792147,3,324
WV,04/06/20,1792147,4,345
WV,04/07/20,1792147,4,412
WV,04/08/20,1792147,4,483
WV,04/09/20,1792147,5,514
WY,01/22/20,578759,0,0
WY,01/23/20,578759,0,0
WY,01/24/20,578759,0,0
WY,01/25/20,578759,0,0
WY,01/26/20,578759,0,0
WY,01/27/20,578759,0,0
WY,01/28/20,578759,0,0
WY,01/29/20,578759,0,0
WY,01/30/20,578759,0,0
WY,01/31/20,578759,0,0
WY,02/01/20,578759,0,0
WY,02/10/20,578759,0,0
WY,02/11/20,578759,0,0
WY,02/12/20,578759,0,0
WY,02/13/20,578759,0,0
WY,02/14/20,578759,0,0
WY,02/15/20,578759,0,0
WY,02/16/20,578759,0,0
WY,02/17/20,578759,0,0
WY,02/18/20,578759,0,0
WY,02/19/20,578759,0,0
WY,02/02/20,578759,0,0
WY,02/20/20,578759,0,0
WY,02/21/20,578759,0,0
WY,02/22/20,578759,0,0
WY,02/23/20,578759,0,0
WY,02/24/20,578759,0,0
WY,02/25/20,578759,0,0
WY,02/26/20,578759,0,0
WY,02/27/20,578759,0,0
WY,02/28/20,578759,0,0
WY,02/29/20,578759,0,0
WY,02/03/20,578759,0,0
WY,02/04/20,578759,0,0
WY,02/05/20,578759,0,0
WY,02/06/20,578759,0,0
WY,02/07/20,578759,0,0
WY,02/08/20,578759,0,0
WY,02/09/20,578759,0,0
WY,03/01/20,578759,0,0
WY,03/10/20,578759,0,0
WY,03/11/20,578759,0,0
WY,03/12/20,578759,0,1
WY,03/13/20,578759,0,1
WY,03/14/20,578759,0,2
WY,03/15/20,578759,0,2
WY,03/16/20,578759,0,2
WY,03/17/20,578759,0,11
WY,03/18/20,578759,0,16
WY,03/19/20,578759,0,18
WY,03/02/20,578759,0,0
WY,03/20/20,578759,0,21
WY,03/21/20,578759,0,23
WY,03/22/20,578759,0,26
WY,03/23/20,578759,0,26
WY,03/24/20,578759,0,29
WY,03/25/20,578759,0,44
WY,03/26/20,578759,0,53
WY,03/27/20,578759,0,70
WY,03/28/20,578759,0,82
WY,03/29/20,578759,0,86
WY,03/03/20,578759,0,0
WY,03/30/20,578759,0,94
WY,03/31/20,578759,0,109
WY,03/04/20,578759,0,0
WY,03/05/20,578759,0,0
WY,03/06/20,578759,0,0
WY,03/07/20,578759,0,0
WY,03/08/20,578759,0,0
WY,03/09/20,578759,0,0
WY,04/01/20,578759,0,130
WY,04/10/20,578759,0,239
WY,04/11/20,578759,0,261
WY,04/02/20,578759,0,150
WY,04/03/20,578759,0,162
WY,04/04/20,578759,0,187
WY,04/05/20,578759,0,197
WY,04/06/20,578759,0,210
WY,04/07/20,578759,0,216
WY,04/08/20,578759,0,221
WY,04/09/20,578759,0,230
